experiment,subject,date,age,gender,payoff_scheme,context,trial,intervening,response,accuracy,partner_action,total_payment,contacts
1,14,2011-02-07,25,Male,Standard,Cooperation,190,11,1,0,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,191,7,0,1,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,192,7,0,1,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,193,3,0,1,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,194,7,0,1,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,195,12,0,1,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,196,5,1,1,Cooperate,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,197,9,1,1,Cooperate,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,198,16,1,1,Cooperate,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,199,13,0,1,Defect,8.4,177
1,14,2011-02-07,25,Male,Standard,Cooperation,200,11,0,1,Defect,8.4,177
1,15,2011-02-14,29,Male,Costly,Cooperation,11,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,12,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,13,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,14,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,15,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,16,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,17,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,18,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,19,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,20,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,21,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,22,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,23,5,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,24,4,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,25,10,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,26,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,27,13,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,28,15,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,29,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,30,11,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,31,0,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,32,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,33,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,34,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,35,10,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,36,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,37,13,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,38,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,39,17,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,40,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,41,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,42,6,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,43,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,44,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,45,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,46,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,47,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,48,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,49,17,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,50,11,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,51,0,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,52,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,53,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,54,4,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,55,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,56,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,57,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,58,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,59,17,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,60,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,61,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,62,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,63,5,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,64,4,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,65,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,66,9,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,67,13,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,68,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,69,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,70,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,71,0,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,72,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,73,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,74,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,75,10,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,76,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,77,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,78,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,79,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,80,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,81,0,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,82,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,83,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,84,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,85,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,86,9,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,87,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,88,15,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,89,17,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,90,11,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,91,0,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,92,6,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,93,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,94,4,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,95,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,96,9,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,97,13,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,98,15,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,99,17,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Cooperation,100,11,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,111,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,112,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,113,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,114,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,115,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,116,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,117,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,118,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,119,NA,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,120,NA,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,121,0,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,122,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,123,5,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,124,4,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,125,10,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,126,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,127,13,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,128,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,129,17,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,130,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,131,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,132,6,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,133,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,134,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,135,10,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,136,9,0,0,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,137,13,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,138,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,139,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,140,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,141,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,142,6,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,143,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,144,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,145,10,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,146,9,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,147,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,148,15,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,149,17,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,150,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,151,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,152,6,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,153,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,154,4,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,155,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,156,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,157,13,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,158,15,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,159,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,160,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,161,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,162,6,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,163,5,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,164,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,165,10,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,166,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,167,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,168,15,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,169,17,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,170,11,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,171,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,172,6,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,173,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,174,4,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,175,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,176,9,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,177,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,178,15,1,0,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,179,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,180,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,181,0,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,182,6,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,183,5,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,184,4,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,185,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,186,9,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,187,13,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,188,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,189,17,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,190,11,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,191,0,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,192,6,0,1,Defect,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,193,5,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,194,4,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,195,10,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,196,9,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,197,13,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,198,15,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,199,17,1,1,Cooperate,12,668
1,15,2011-02-14,29,Male,Costly,Neutral,200,11,0,1,Defect,12,668
1,16,2011-02-14,30,Male,Costly,Neutral,11,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,12,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,13,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,14,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,15,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,16,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,17,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,18,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,19,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,20,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,21,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,22,9,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,23,11,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,24,6,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,25,4,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,26,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,27,7,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,28,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,29,14,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,30,13,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,31,2,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,32,9,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,33,11,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,34,6,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,35,4,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,36,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,37,7,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,38,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,39,14,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,40,13,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,41,2,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,42,9,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,43,11,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,44,6,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,45,4,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,46,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,47,7,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,48,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,49,14,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,50,13,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,51,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,52,9,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,53,11,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,54,6,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,55,4,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,56,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,57,7,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,58,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,59,14,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,60,13,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,61,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,62,9,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,63,11,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,64,6,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,65,4,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,66,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,67,7,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,68,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,69,14,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,70,13,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,71,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,72,9,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,73,11,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,74,6,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,75,4,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,76,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,77,7,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,78,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,79,14,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,80,13,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,81,2,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,82,9,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,83,11,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,84,6,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,85,4,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,86,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,87,7,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,88,12,1,0,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,89,14,1,0,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,90,13,1,0,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,91,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,92,9,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,93,11,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,94,6,1,0,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,95,4,1,0,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,96,12,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,97,7,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,98,12,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,99,14,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Neutral,100,13,0,0,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,111,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,112,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,113,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,114,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,115,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,116,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,117,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,118,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,119,NA,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,120,NA,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,121,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,122,9,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,123,11,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,124,6,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,125,4,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,126,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,127,7,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,128,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,129,14,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,130,13,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,131,2,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,132,9,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,133,11,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,134,6,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,135,4,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,136,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,137,7,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,138,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,139,14,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,140,13,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,141,2,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,142,9,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,143,11,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,144,6,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,145,4,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,146,12,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,147,7,0,1,Defect,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,148,12,1,1,Cooperate,11.65,28
1,16,2011-02-14,30,Male,Costly,Cooperation,149,14,0,1,Defect,11.65,28
